====================== TABLE 1: ALPHABETICAL TICKER ORDER ======================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
MAKTK   |       N/A       N/A       N/A  |       1.44       2.57 |       3.7846
MANAS   |       N/A       N/A       N/A  |       8.62      21.87 |       8.1182
MARBL   |   1299.00       N/A   1299.00  |       1.25       0.89 |      38.9114
MARKA   |       N/A       N/A       N/A  |       9.25      21.49 |       8.4574
MARMR   |       N/A       N/A       N/A  |       1.51        N/A |       3.9705
MARTI   |     86.00       N/A     86.00  |       0.35       1.60 |       2.7560
MAVI    |     16.25      2.32     12.07  |       2.19       0.63 |       1.3422
MCARD   |       N/A       N/A       N/A  |       8.27       6.38 |       7.6158
MEDTR   |    125.04       N/A    125.04  |       1.18       1.00 |       4.3442
MEGAP   |      2.49       N/A      2.49  |       0.29       0.07 |       0.2333
MEGMT   |     11.52       N/A     11.52  |       4.47       0.79 |       1.8780
MEKAG   |       N/A       N/A       N/A  |       2.03       1.08 |       4.0789
MEPET   |       N/A       N/A       N/A  |       0.61       0.42 |       3.2866
MERCN   |     33.06       N/A     33.06  |       1.86       1.72 |       2.0304
MERIT   |      7.60       N/A      7.60  |       0.30      17.32 |       0.7359
MERKO   |      2.01       N/A      2.01  |       0.81      19.39 |       0.7207
METRO   |       N/A       N/A       N/A  |       1.17      21.32 |       4.0109
MEYSU   |       N/A       N/A       N/A  |       3.17       3.13 |       4.7462
MGROS   |     16.58      8.27     14.09  |       1.38       0.29 |       1.1787
MHRGY   |      3.45       N/A      3.45  |       0.58      11.95 |       0.6079
MIATK   |       N/A       N/A       N/A  |       3.51       7.68 |       5.0238
MMCAS   |   5920.00       N/A   5920.00  |        N/A     103.64 |     181.6904
MNDRS   |     49.70       N/A     49.70  |       0.19       0.38 |       1.5758
MNDTR   |      6.61       N/A      6.61  |       0.84       0.39 |       0.6457
MOBTL   |     19.17       N/A     19.17  |       1.62       0.84 |       1.4709
MOGAN   |     15.49       N/A     15.49  |       0.39       2.55 |       0.7221
MOPAS   |     43.14       N/A     43.14  |       1.87       0.49 |       2.3068
MPARK   |     14.38      8.81     12.71  |       2.04       1.48 |       1.3619
MRGYO   |      1.24       N/A      1.24  |       0.23      17.99 |       0.4967
MRSHL   |       N/A       N/A       N/A  |      20.85       6.01 |      11.8046
MSGYO   |     47.92       N/A     47.92  |       0.61       2.66 |       1.7984
MTRKS   |     12.21       N/A     12.21  |       3.13       2.29 |       1.6194
MTRYO   |      4.85       N/A      4.85  |       1.01       0.08 |       0.5671
MZHLD   |       N/A       N/A       N/A  |      10.25       0.28 |       8.5827
NATEN   |     92.57       N/A     92.57  |       0.82       4.04 |       3.2544
NETAS   |       N/A       N/A       N/A  |        N/A       0.32 |       8.4475
NETCD   |     28.50       N/A     28.50  |       7.04      14.98 |       3.9027
NIBAS   |       N/A       N/A       N/A  |       3.38      12.35 |       5.0444
NTGAZ   |      7.89       N/A      7.89  |       1.29       0.97 |       0.8537
NTHOL   |     12.61       N/A     12.61  |       0.26       0.78 |       0.5304
NUGYO   |       N/A       N/A       N/A  |       0.50       5.22 |       3.3189
NUHCM   |    449.59       N/A    449.59  |       1.45       1.90 |      14.0610
OBAMS   |       N/A       N/A       N/A  |       1.56       0.77 |       3.8167
OBASE   |    240.00       N/A    240.00  |       2.28       2.09 |       8.3551
ODAS    |     40.10      7.65     30.36  |       0.75       1.25 |       1.3312
ODINE   |   9936.84       N/A   9936.84  |      93.96      90.84 |     345.7573
OFSYM   |     30.00       N/A     30.00  |       1.83       0.47 |       1.8955
ONCSM   |    131.71       N/A    131.71  |      14.68       8.19 |      12.1112
ONRYT   |       N/A       N/A       N/A  |       1.56       4.04 |       3.8803
ORCAY   |       N/A       N/A       N/A  |       1.36       2.17 |       3.7314
ORGE    |     12.11     11.77     12.01  |       2.29       2.41 |       1.3980
ORMA    |       N/A       N/A       N/A  |       0.72       1.11 |       3.3597
OSMEN   |     15.50       N/A     15.50  |       1.07       0.12 |       1.0481
OSTIM   |       N/A       N/A       N/A  |       0.39       3.53 |       3.2258
OTKAR   |       N/A       N/A       N/A  |       5.71       0.87 |       6.1007
OTTO    |    150.00       N/A    150.00  |       1.99       3.55 |       5.5781
OYAKC   |     11.50       N/A     11.50  |       1.45       1.88 |       1.1442
OYAYO   |     96.31       N/A     96.31  |       6.37       2.35 |       6.3828
OYLUM   |     98.25       N/A     98.25  |       0.58       0.85 |       3.2256
OYYAT   |      5.83       N/A      5.83  |       1.02       0.47 |       0.6402
OZATD   |       N/A       N/A       N/A  |      25.58      43.21 |      13.7285
OZGYO   |     42.80       N/A     42.80  |       0.30       9.88 |       1.6209
OZKGY   |       N/A      1.62       N/A  |       0.34       3.66 |       3.2003
OZRDN   |     26.02       N/A     26.02  |       6.48       3.91 |       3.3817
OZSUB   |      9.38       N/A      9.38  |       3.07       1.28 |       1.3992
OZYSR   |     35.89       N/A     35.89  |       1.58       0.74 |       1.9408
PAGYO   |      7.73       N/A      7.73  |       0.85      11.38 |       0.9234
PAHOL   |     10.86       N/A     10.86  |       0.70       5.32 |       0.8121
PAMEL   |       N/A       N/A       N/A  |       4.15      37.94 |       5.9798
PAPIL   |   1593.00       N/A   1593.00  |       7.69      32.92 |      51.7396
PARSN   |       N/A       N/A       N/A  |      51.00       1.40 |      19.2475
PASEU   |     71.15       N/A     71.15  |      18.89      33.19 |       9.9894
PATEK   |     29.95       N/A     29.95  |       3.93       6.51 |       3.0504
PCILT   |      8.03       N/A      8.03  |       1.75       0.34 |       0.9633
PEKGY   |     28.96       N/A     28.96  |       1.30     194.40 |       5.4548
PENGD   |       N/A       N/A       N/A  |       0.45       0.62 |       3.2003
PENTA   |     56.83       N/A     56.83  |       1.22       0.16 |       2.3444
PETKM   |       N/A      4.56       N/A  |       0.71       0.52 |       3.3425
PETUN   |     17.41       N/A     17.41  |       0.37       0.34 |       0.7219
PGSUS   |     10.21      4.86      8.61  |       0.76       0.54 |       0.6824
PINSU   |     50.41       N/A     50.41  |       1.29       1.18 |       2.2133
PKART   |     32.74       N/A     32.74  |       6.28       1.13 |       3.7114
PKENT   |    668.64       N/A    668.64  |      76.52      92.89 |      63.6093
PLTUR   |     10.57       N/A     10.57  |       0.62       0.71 |       0.6679
PNLSN   |     11.19       N/A     11.19  |       1.00       1.05 |       0.8985
PNSUT   |       N/A     13.72       N/A  |       0.32       0.26 |       3.1237
POLHO   |       N/A       N/A       N/A  |       5.36       2.56 |       5.9404
POLTK   |   3322.98       N/A   3322.98  |     655.73     370.51 |     386.3597
PRDGS   |    143.00       N/A    143.00  |       0.62      40.75 |       5.3600
PRKAB   |       N/A       N/A       N/A  |       8.69       0.47 |       7.7288
PRKME   |       N/A       N/A       N/A  |       0.57       5.60 |       3.3694
PRZMA   |     76.33       N/A     76.33  |       9.16      42.96 |       8.0876
PSDTC   |     24.39       N/A     24.39  |       4.04      12.63 |       2.8413
PSGYO   |      5.01       N/A      5.01  |       0.53      95.62 |       2.3504
QNBFK   |     33.63       N/A     33.63  |      10.74      30.12 |       5.4627
QNBTR   |     22.88       N/A     22.88  |       5.93       8.31 |       3.1300
QUAGR   |       N/A       N/A       N/A  |       1.01       0.98 |       3.5164
RALYH   |     64.64       N/A     64.64  |       8.86       6.93 |       6.5359
RAYSG   |      7.73       N/A      7.73  |       3.24       0.93 |       1.3281
REEDR   |       N/A       N/A       N/A  |       0.72       3.85 |       3.4153
RGYAS   |      3.45       N/A      3.45  |       0.43       4.63 |       0.4230
RNPOL   |       N/A       N/A       N/A  |       1.29       0.77 |       3.6667
RODRG   |    181.14       N/A    181.14  |      10.24       9.24 |      11.1470
RTALB   |      5.82       N/A      5.82  |       0.59       6.88 |       0.6314
RUBNS   |       N/A       N/A       N/A  |       0.39       0.87 |       3.1744
RUZYE   |       N/A       N/A       N/A  |       1.80       8.75 |       4.1080
RYGYO   |      3.78       N/A      3.78  |       0.63      14.99 |       0.7029
RYSAS   |     12.06       N/A     12.06  |       1.85       3.52 |       1.3141
SAFKR   |     31.80       N/A     31.80  |       3.89       2.54 |       3.0805
SAHOL   |     25.10      3.51     18.63  |       0.53       0.77 |       0.8528
SAMAT   |    109.00       N/A    109.00  |       1.31      20.71 |       4.3416
SANEL   |     12.13       N/A     12.13  |       6.64       4.28 |       2.5301
SANFM   |    108.38       N/A    108.38  |       5.69       2.70 |       6.3684
SANKO   |      7.73       N/A      7.73  |       1.34       0.58 |       0.8457
SARKY   |     75.71       N/A     75.71  |       2.05       0.31 |       3.3629
SASA    |       N/A       N/A       N/A  |       0.70       1.97 |       3.3633
SAYAS   |     16.77       N/A     16.77  |       3.30       2.01 |       1.9493
SDTTR   |    127.37       N/A    127.37  |       5.82       6.38 |       7.0721
SEGMN   |     34.03       N/A     34.03  |       1.94       3.26 |       2.1328
SEGYO   |       N/A       N/A       N/A  |       0.55       9.35 |       3.4334
SEKFK   |      4.70       N/A      4.70  |       1.01       1.64 |       0.5882
SEKUR   |     61.35       N/A     61.35  |       2.49       1.15 |       3.1965
SELEC   |    113.21     25.51     86.90  |       3.83       0.75 |       4.6777
SELVA   |       N/A       N/A       N/A  |       0.83       1.10 |       3.4184
SERNT   |       N/A       N/A       N/A  |       0.92       1.45 |       3.4744
SEYKM   |    163.00       N/A    163.00  |       1.98       3.90 |       5.9588
SILVR   |       N/A       N/A       N/A  |       0.54       0.58 |       3.2520
SISE    |     11.90      4.23      9.60  |       0.33       0.60 |       0.4771
SKBNK   |     13.70       N/A     13.70  |       1.97       2.31 |       1.4250
SKTAS   |     17.57       N/A     17.57  |       0.82       1.15 |       0.9898
SKYLP   |       N/A       N/A       N/A  |      10.75      10.54 |       9.0653
SKYMD   |       N/A       N/A       N/A  |       1.86       0.04 |       3.9658
SMART   |       N/A       N/A       N/A  |       2.42       6.16 |       4.3966
SMRTG   |   1172.00       N/A   1172.00  |       4.59       2.19 |      37.0403
SMRVA   |     16.47       N/A     16.47  |       3.62       4.82 |       2.0675
SNGYO   |     16.86       N/A     16.86  |       0.26       2.20 |       0.6813
SNICA   |       N/A       N/A       N/A  |       0.54       0.79 |       3.2519
SNPAM   |       N/A       N/A       N/A  |       1.10      19.49 |       3.9354
SODSN   |       N/A       N/A       N/A  |       6.09       4.11 |       6.3755
SOKE    |       N/A       N/A       N/A  |       1.38       0.76 |       3.7179
SOKM    |       N/A      3.72       N/A  |       0.73       0.10 |       3.3453
SONME   |       N/A       N/A       N/A  |       2.14      48.80 |       5.0954
SRVGY   |      3.72       N/A      3.72  |       0.33       2.20 |       0.3322
SUMAS   |    145.73       N/A    145.73  |       4.62       3.56 |       6.8977
SUNTK   |     22.27       N/A     22.27  |       1.73       1.05 |       1.6288
SURGY   |     11.85       N/A     11.85  |       1.28        N/A |       1.2512
SUWEN   |       N/A       N/A       N/A  |       2.41       0.47 |       4.2761
SVGYO   |       N/A       N/A       N/A  |       5.73     323.38 |      12.5576
TABGD   |     23.28       N/A     23.28  |       2.39       1.20 |       2.0214
TARKM   |    768.94       N/A    768.94  |       3.53       5.17 |      24.6596
TATEN   |     69.70       N/A     69.70  |       2.91       5.47 |       3.7590
TATGD   |     13.63       N/A     13.63  |       0.63       0.58 |       0.7615
TAVHL   |     48.75     14.18     38.38  |       1.34       1.20 |       1.8886
TBORG   |     14.34       N/A     14.34  |       1.80       1.04 |       1.3983
TCELL   |     12.80      8.63     11.55  |       0.91       0.95 |       0.8579
TCKRC   |     20.42       N/A     20.42  |       4.60       8.25 |       2.6364
TDGYO   |     82.37       N/A     82.37  |       1.90     315.05 |       9.7682
TEHOL   |     20.54       N/A     20.54  |       9.17      18.62 |       3.9938
TEKTU   |       N/A       N/A       N/A  |       0.53      23.16 |       3.6950
TERA    |     19.17       N/A     19.17  |       2.01       0.29 |       1.6732
TEZOL   |     51.20       N/A     51.20  |       1.26       1.41 |       2.2287
TGSAS   |     47.19       N/A     47.19  |       7.06      10.57 |       5.0298
THYAO   |     33.21      4.54     24.61  |      20.65      17.85 |       7.1126
TKFEN   |       N/A     10.17       N/A  |       1.54       1.02 |       3.8111
TKNSA   |       N/A      2.11       N/A  |      12.29       0.05 |       9.5435
TLMAN   |     35.09       N/A     35.09  |       1.11       2.68 |       1.6975
TMPOL   |       N/A       N/A       N/A  |       7.73       5.13 |       7.2926
TMSN    |       N/A       N/A       N/A  |       0.65       5.50 |       3.4074
TNZTP   |     14.87       N/A     14.87  |       1.14       2.92 |       1.1214
TOASO   |     13.47      9.80     12.37  |       2.65       0.39 |       1.4701
TRALT   |     29.38       N/A     29.38  |       3.49       7.37 |       2.9224
TRCAS   |      7.69     31.40     14.80  |       0.77        N/A |       1.0590
TRENJ   |     20.16       N/A     20.16  |       1.60       1.06 |       1.4941
TRGYO   |     11.88      2.43      9.04  |       0.68       5.87 |       0.7568
TRHOL   |    541.72       N/A    541.72  |    1110.82     106.98 |     314.8971
TRILC   |       N/A       N/A       N/A  |       0.76       0.24 |       3.3645
TRMET   |     19.70       N/A     19.70  |       1.56       2.06 |       1.4810
TSGYO   |    333.00       N/A    333.00  |       0.70      17.39 |      10.5246
TSKB    |      3.04      3.60      3.20  |       0.72       1.79 |       0.4242
TSPOR   |       N/A       N/A       N/A  |       0.52       2.60 |       3.2773
TTKOM   |      8.06      8.35      8.14  |       0.88       0.87 |       0.7433
TTRAK   |       N/A      3.86       N/A  |       2.58       0.93 |       4.3800
